Format Version,1.0,
Take Name,Subject_01_trial,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,07 Feb 2020 17:30:04 +0900,
Total Frames In Take,30272,
Total Exported Frames,30272,
Coordinate Space,Local,
Device Name,AMTI 3195 3195,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,2,
PosX_PosY_X,1.001510,
PosX_PosY_Y,-0.003223,
PosX_PosY_Z,0.498871,
NegX_PosY_X,0.499539,
NegX_PosY_Y,-0.002777,
NegX_PosY_Z,0.499509,
NegX_NegY_X,0.499720,
NegX_NegY_Y,0.000446,
NegX_NegY_Z,-0.001964,
PosX_NegY_X,1.001690,
PosX_NegY_Y,0.000000,
PosX_NegY_Z,-0.002602,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
19089,190.889000,19089,64.996094,-20.227539,267.671875,2.349487,2.376099,-3.539429,-0.008877,0.008777,0.000000,-3.148484
19090,190.900000,19090,66.335938,-20.195312,270.359375,2.000122,2.394775,-3.139526,-0.008858,0.007398,0.000000,-2.827657
19091,190.909000,19091,65.687500,-20.371094,270.859375,1.819763,2.353271,-3.396973,-0.008688,0.006718,0.000000,-3.132640
19092,190.919000,19092,65.003906,-20.862305,270.750000,1.532532,2.379883,-3.321045,-0.008790,0.005660,0.000000,-3.136481
19093,190.930000,19093,64.902344,-19.797852,271.875000,1.252075,2.286987,-3.124634,-0.008412,0.004605,0.000000,-2.992275
19094,190.939000,19094,64.093750,-21.089844,271.390625,1.007751,2.283203,-2.845947,-0.008413,0.003713,0.000000,-2.785377
19095,190.949000,19095,65.050781,-20.961914,271.750000,0.704590,2.119995,-3.461426,-0.007801,0.002593,0.000000,-3.456293
19096,190.960000,19096,64.972656,-21.440430,273.421875,0.507507,2.191162,-3.060425,-0.008014,0.001856,0.000000,-3.111647
19097,190.969000,19097,65.253906,-22.008789,273.437500,0.198868,2.125610,-3.029297,-0.007774,0.000727,0.000000,-3.152927
19098,190.979000,19098,64.093750,-22.286133,272.156250,0.022577,1.946350,-2.604980,-0.007152,0.000083,0.000000,-2.759045
19099,190.990000,19099,63.927734,-22.914062,271.015625,-0.306534,1.961426,-2.636475,-0.007237,-0.001131,0.000000,-2.874617
19100,191.000000,19100,63.230469,-22.852539,268.437500,-0.858643,1.793823,-3.433960,-0.006682,-0.003199,0.000000,-3.788924
19101,191.009000,19101,63.814453,-22.767578,265.750000,-1.388184,1.685974,-3.372681,-0.006344,-0.005224,0.000000,-3.850467
19102,191.020000,19102,62.527344,-23.415039,262.812500,-1.669128,1.666138,-2.855713,-0.006340,-0.006351,0.000000,-3.401268
19103,191.030000,19103,61.609375,-24.091797,259.000000,-1.879578,1.630981,-3.466675,-0.006297,-0.007257,0.000000,-4.065489
19104,191.039000,19104,61.515625,-24.541016,256.968750,-2.005127,1.694946,-3.361816,-0.006596,-0.007803,0.000000,-4.003694
19105,191.050000,19105,60.585938,-24.851562,256.593750,-2.204224,1.667053,-3.129150,-0.006497,-0.008590,0.000000,-3.811060
19106,191.060000,19106,60.199219,-25.513672,255.695312,-2.532471,1.628479,-3.347168,-0.006369,-0.009904,0.000000,-4.105888
19107,191.069000,19107,60.181641,-26.575195,253.664062,-2.734985,1.668640,-3.168213,-0.006578,-0.010782,0.000000,-3.991902
19108,191.080000,19108,59.177734,-28.536133,250.367188,-3.098389,1.628052,-3.554077,-0.006503,-0.012375,0.000000,-4.471985
19109,191.090000,19109,58.666016,-29.962891,246.742188,-3.423706,1.606018,-4.141357,-0.006509,-0.013876,0.000000,-5.150412
19110,191.099000,19110,57.060547,-30.061523,242.406250,-3.693848,1.477356,-4.531982,-0.006095,-0.015238,0.000000,-5.584697
19111,191.110000,19111,55.945312,-30.651367,237.304688,-3.905273,1.288757,-4.705566,-0.005431,-0.016457,0.000000,-5.792708
19112,191.120000,19112,55.228516,-31.820312,233.859375,-4.081055,1.185120,-5.556885,-0.005068,-0.017451,0.000000,-6.681926
19113,191.129000,19113,55.341797,-32.179688,232.203125,-4.231934,1.112366,-4.417725,-0.004790,-0.018225,0.000000,-5.580492
19114,191.139000,19114,54.451172,-33.250000,231.468750,-4.113037,1.152588,-4.552979,-0.004979,-0.017769,0.000000,-5.686105
19115,191.150000,19115,55.710938,-33.917969,233.382812,-3.937622,1.287720,-5.088135,-0.005518,-0.016872,0.000000,-6.215233
19116,191.159000,19116,56.767578,-34.097656,235.695312,-3.705322,1.490845,-5.096680,-0.006325,-0.015721,0.000000,-6.204791
19117,191.169000,19117,57.031250,-33.402344,237.992188,-3.448242,1.648987,-5.739746,-0.006929,-0.014489,0.000000,-6.797502
19118,191.180000,19118,56.312500,-33.021484,240.367188,-3.095947,1.658203,-5.745361,-0.006899,-0.012880,0.000000,-6.698473
19119,191.189000,19119,56.042969,-33.804688,239.875000,-2.984253,1.718933,-5.599365,-0.007166,-0.012441,0.000000,-6.538831
19120,191.199000,19120,53.716797,-33.513672,236.820312,-2.896484,1.648804,-5.638184,-0.006962,-0.012231,0.000000,-6.528510
19121,191.210000,19121,52.246094,-31.767578,232.437500,-3.073730,1.461304,-6.188721,-0.006287,-0.013224,0.000000,-7.079336
19122,191.219000,19122,51.693359,-31.505859,228.343750,-2.938843,1.439026,-6.056885,-0.006302,-0.012870,0.000000,-6.920742
19123,191.229000,19123,50.169922,-31.106445,223.742188,-2.806641,1.436829,-6.714600,-0.006422,-0.012544,0.000000,-7.543695
19124,191.240000,19124,48.960938,-29.858398,218.601562,-2.740234,1.397278,-6.150391,-0.006392,-0.012535,0.000000,-6.954982
19125,191.250000,19125,47.054688,-28.238281,210.492188,-2.795410,1.262146,-6.211670,-0.005996,-0.013280,0.000000,-7.005894
19126,191.259000,19126,45.509766,-26.940430,201.632812,-2.519775,1.182556,-6.292236,-0.005865,-0.012497,0.000000,-7.018968
19127,191.270000,19127,45.968750,-25.205078,194.414062,-2.279663,1.115967,-6.835693,-0.005740,-0.011726,0.000000,-7.519395
19128,191.280000,19128,46.306641,-22.606445,193.882812,-1.375122,1.419983,-6.336426,-0.007324,-0.007093,0.000000,-6.830425
19129,191.289000,19129,47.568359,-19.594727,200.031250,-0.208992,1.835083,-5.886475,-0.009174,-0.001045,0.000000,-6.115936
19130,191.300000,19130,48.474609,-17.605469,208.875000,1.186829,2.361206,-5.717285,-0.011304,0.005682,0.000000,-5.640872
19131,191.310000,19131,45.443359,-15.822266,215.531250,2.607910,2.795288,-5.627197,-0.012969,0.012100,0.000000,-5.282540
19132,191.319000,19132,45.363281,-12.752930,217.296875,3.541748,3.163086,-5.334473,-0.014557,0.016299,0.000000,-4.780729
19133,191.330000,19133,43.539062,-10.729004,211.625000,3.954468,3.399414,-5.321533,-0.016063,0.018686,0.000000,-4.680298
19134,191.340000,19134,41.109375,-10.464844,203.132812,4.231445,3.204834,-5.541992,-0.015777,0.020831,0.000000,-4.850750
19135,191.349000,19135,42.335938,-12.108887,199.695312,4.886719,3.561279,-5.264404,-0.017834,0.024471,0.000000,-4.444352
19136,191.360000,19136,43.177734,-13.859863,201.703125,6.316406,4.227539,-5.779053,-0.020959,0.031315,0.000000,-4.717419
19137,191.370000,19137,44.232422,-14.398926,211.734375,8.208496,5.170898,-6.896729,-0.024422,0.038768,0.000000,-5.533576
19138,191.379000,19138,45.406250,-12.934082,225.562500,10.711914,6.283936,-7.512939,-0.027859,0.047490,0.000000,-5.716937
19139,191.389000,19139,45.873047,-9.524902,233.765625,12.982910,7.255127,-7.871338,-0.031036,0.055538,0.000000,-5.619248
19140,191.400000,19140,46.937500,-5.633301,235.914062,14.633301,7.828125,-7.875732,-0.033182,0.062028,0.000000,-5.151214
19141,191.409000,19141,44.537109,-1.760498,234.750000,15.915527,7.967529,-7.563721,-0.033940,0.067798,0.000000,-4.603956
19142,191.419000,19142,47.398438,-1.110474,243.101562,17.973633,8.769531,-8.200195,-0.036074,0.073935,0.000000,-4.735867
19143,191.430000,19143,49.011719,-5.609619,255.093750,19.816406,9.479492,-8.200684,-0.037161,0.077683,0.000000,-4.601772
19144,191.439000,19144,49.394531,-11.086914,262.843750,20.911133,10.056152,-8.498535,-0.038259,0.079557,0.000000,-4.993016
19145,191.449000,19145,49.306641,-14.840820,275.187500,22.324219,10.725586,-7.434326,-0.038976,0.081124,0.000000,-4.012820
19146,191.460000,19146,49.716797,-13.929199,285.156250,23.629883,11.275879,-8.018555,-0.039543,0.082866,0.000000,-4.449500
19147,191.469000,19147,52.056641,-10.847168,295.515625,25.044922,11.855469,-8.081055,-0.040118,0.084750,0.000000,-4.104424
19148,191.479000,19148,51.074219,-9.695312,296.156250,26.019531,12.104492,-7.718750,-0.040872,0.087857,0.000000,-3.627767
19149,191.490000,19149,52.027344,-7.704102,293.171875,26.371094,12.121094,-8.061523,-0.041345,0.089951,0.000000,-3.700137
19150,191.500000,19150,52.531250,-6.211670,288.546875,26.533203,11.943848,-7.908447,-0.041393,0.091955,0.000000,-3.335079
19151,191.509000,19151,54.773438,-6.390625,287.953125,26.799805,11.801758,-8.124023,-0.040985,0.093070,0.000000,-3.288178
19152,191.520000,19152,56.152344,-9.602539,292.343750,27.287109,11.946777,-7.576172,-0.040866,0.093339,0.000000,-2.727374
19153,191.530000,19153,55.216797,-12.467285,292.625000,27.540039,12.014648,-7.578613,-0.041058,0.094114,0.000000,-2.893836
19154,191.539000,19154,55.349609,-14.366211,299.203125,28.151367,12.425781,-7.520508,-0.041530,0.094088,0.000000,-2.909407
19155,191.550000,19155,53.402344,-16.232422,299.843750,28.541992,12.690430,-7.218262,-0.042323,0.095190,0.000000,-2.821929
19156,191.560000,19156,52.443359,-16.358398,303.296875,29.118164,13.032715,-7.019775,-0.042970,0.096005,0.000000,-2.687848
19157,191.569000,19157,51.267578,-17.147461,308.046875,29.892578,13.513184,-7.141357,-0.043867,0.097039,0.000000,-2.918612
19158,191.580000,19158,48.443359,-18.697266,310.109375,30.572266,13.977051,-6.667236,-0.045071,0.098585,0.000000,-2.734138
19159,191.590000,19159,48.394531,-20.196289,321.906250,32.021484,14.750488,-6.504639,-0.045822,0.099475,0.000000,-2.616055
19160,191.599000,19160,47.677734,-25.055664,332.328125,33.013672,15.471680,-5.967285,-0.046555,0.099341,0.000000,-2.397428
19161,191.610000,19161,49.128906,-33.091797,347.437500,34.451172,16.284180,-5.617920,-0.046869,0.099158,0.000000,-2.297393
19162,191.620000,19162,50.484375,-41.345703,363.156250,35.910156,17.045898,-5.271729,-0.046938,0.098883,0.000000,-2.220350
19163,191.629000,19163,51.078125,-48.300781,375.890625,36.853516,17.717773,-4.783936,-0.047135,0.098043,0.000000,-2.052752
19164,191.639000,19164,51.691406,-52.902344,389.781250,38.271484,18.497070,-4.590332,-0.047455,0.098187,0.000000,-2.025384
19165,191.650000,19165,49.583984,-53.798828,395.406250,39.062500,18.979492,-4.472656,-0.048000,0.098791,0.000000,-2.156558
19166,191.659000,19166,48.750000,-53.378906,399.890625,39.714844,19.446289,-4.919922,-0.048629,0.099314,0.000000,-2.674116
19167,191.669000,19167,46.412109,-53.544922,399.140625,40.181641,19.612305,-4.486328,-0.049136,0.100670,0.000000,-2.445004
19168,191.680000,19168,45.910156,-52.976562,400.937500,40.671875,19.939453,-4.446289,-0.049732,0.101442,0.000000,-2.423708
19169,191.689000,19169,46.117188,-55.886719,403.156250,41.179688,20.153320,-3.947632,-0.049989,0.102143,0.000000,-2.030787
19170,191.699000,19170,44.070312,-57.150391,398.687500,41.060547,20.077148,-3.947998,-0.050358,0.102989,0.000000,-2.287213
19171,191.710000,19171,42.273438,-56.287109,396.484375,41.207031,20.204102,-4.180664,-0.050958,0.103931,0.000000,-2.655428
19172,191.719000,19172,39.906250,-55.644531,392.500000,41.322266,20.150391,-3.709473,-0.051339,0.105280,0.000000,-2.364867
19173,191.729000,19173,36.992188,-55.544922,386.984375,41.125000,20.176758,-3.520264,-0.052138,0.106270,0.000000,-2.485112
19174,191.740000,19174,34.507812,-53.832031,376.968750,40.691406,20.022461,-3.700195,-0.053114,0.107944,0.000000,-2.834549
19175,191.750000,19175,30.478516,-49.746094,362.718750,40.146484,19.625977,-2.759033,-0.054108,0.110682,0.000000,-2.077267
19176,191.759000,19176,27.424805,-47.257812,350.921875,39.517578,19.268555,-2.784058,-0.054908,0.112611,0.000000,-2.290580
19177,191.770000,19177,23.896484,-45.236328,340.781250,38.867188,18.921875,-2.642456,-0.055525,0.114053,0.000000,-2.428732
19178,191.780000,19178,22.989258,-45.562500,334.640625,38.240234,18.587891,-3.003296,-0.055546,0.114273,0.000000,-2.907062
19179,191.789000,19179,22.683594,-47.203125,330.031250,37.544922,18.213867,-2.178833,-0.055188,0.113762,0.000000,-2.203369
19180,191.800000,19180,22.926758,-51.089844,323.421875,36.535156,17.908203,-2.730713,-0.055371,0.112964,0.000000,-2.969703
19181,191.810000,19181,23.776367,-54.843750,316.515625,35.294922,17.333008,-2.421265,-0.054762,0.111511,0.000000,-2.773292
19182,191.819000,19182,23.677734,-57.156250,306.656250,33.771484,16.595703,-2.217041,-0.054118,0.110128,0.000000,-2.702653
19183,191.830000,19183,21.882812,-56.617188,292.640625,32.000000,15.681641,-1.628113,-0.053587,0.109349,0.000000,-2.269174
19184,191.840000,19184,20.882812,-55.292969,275.828125,30.127930,14.831055,-1.523865,-0.053769,0.109227,0.000000,-2.215952
19185,191.849000,19185,19.634766,-49.460938,253.828125,28.120117,13.605469,-1.625549,-0.053601,0.110784,0.000000,-2.101491
19186,191.860000,19186,18.862305,-43.564453,229.421875,26.141602,12.230469,-2.457153,-0.053310,0.113946,0.000000,-2.630297
19187,191.870000,19187,19.349609,-35.419922,203.500000,23.887695,10.785645,-2.823975,-0.053001,0.117384,0.000000,-2.429916
19188,191.879000,19188,19.373047,-27.890625,176.789062,21.410156,9.324219,-3.152344,-0.052742,0.121106,0.000000,-2.277167
19189,191.889000,19189,19.950195,-18.862305,151.734375,18.964844,7.930420,-3.384033,-0.052265,0.124987,0.000000,-1.876357
19190,191.900000,19190,19.335938,-13.143066,127.042969,16.513672,6.609619,-4.060791,-0.052027,0.129985,0.000000,-2.231200
19191,191.909000,19191,18.366211,-7.362305,105.937500,14.142090,5.499023,-4.152588,-0.051908,0.133495,0.000000,-2.082961
19192,191.919000,19192,16.064453,-2.725830,88.578125,12.140625,4.576172,-4.350830,-0.051663,0.137061,0.000000,-2.289840
19193,191.930000,19193,14.743652,0.402893,74.867188,10.642578,3.662720,-3.732422,-0.048923,0.142153,0.000000,-1.616860
19194,191.939000,19194,12.338867,3.338623,63.851562,9.206055,3.075195,-3.331055,-0.048162,0.144179,0.000000,-1.391256
19195,191.949000,19195,10.626465,3.888428,55.189453,8.196777,2.569824,-3.655029,-0.046564,0.148521,0.000000,-1.895719
19196,191.960000,19196,8.416016,5.057373,48.068359,7.310303,2.105835,-3.222778,-0.043809,0.152081,0.000000,-1.721300
19197,191.969000,19197,7.464355,5.147949,42.013672,6.645752,1.863342,-3.300293,-0.044351,0.158181,0.000000,-1.891260
19198,191.979000,19198,7.095459,5.371826,37.119141,6.045410,1.612122,-2.866821,-0.043431,0.162865,0.000000,-1.477915
19199,191.990000,19199,5.973877,4.568359,33.126953,5.486328,1.364014,-2.967163,-0.041175,0.165615,0.000000,-1.789694
19200,192.000000,19200,5.400146,3.437134,30.550781,5.295166,1.143494,-3.005737,-0.037429,0.173323,0.000000,-1.941116
19201,192.009000,19201,6.081543,1.765137,27.759766,4.914062,1.057556,-3.500366,-0.038097,0.177021,0.000000,-2.356559
19202,192.020000,19202,6.225830,0.381149,25.848633,4.798828,0.935028,-3.535767,-0.036173,0.185651,0.000000,-2.366147
19203,192.030000,19203,6.334717,-1.948730,23.435547,4.687988,0.919434,-3.777832,-0.039232,0.200038,0.000000,-2.587105
19204,192.039000,19204,6.078125,-3.575195,21.778320,4.612793,0.882751,-3.482666,-0.040533,0.211807,0.000000,-2.340194
19205,192.050000,19205,5.427734,-5.503906,20.131836,4.456787,0.713959,-3.385132,-0.035464,0.221380,0.000000,-2.378731
19206,192.060000,19206,5.787354,-5.545166,17.541016,4.312256,0.648499,-3.514771,-0.036970,0.245838,0.000000,-2.297024
19207,192.069000,19207,5.270264,-5.599609,16.648438,4.391357,0.562408,-3.691650,-0.033781,0.263770,0.000000,-2.490676
19208,192.080000,19208,4.974121,-6.403076,15.351074,4.264404,0.599792,-3.070557,-0.039072,0.277792,0.000000,-1.938965
19209,192.090000,19209,5.465820,-5.706543,13.541992,4.158447,0.565308,-3.507568,-0.041745,0.307078,0.000000,-2.067354
19210,192.099000,19210,6.257324,-7.554932,11.765625,4.065186,0.481781,-3.482178,-0.040948,0.345514,0.000000,-1.629547
19211,192.110000,19211,5.901123,-8.365234,8.420410,3.951172,0.419708,-3.548340,-0.049844,0.469237,0.000000,-1.196270
19212,192.120000,19212,6.359863,-7.978271,6.617676,3.852295,0.406998,-3.721802,-0.061502,0.582122,0.000000,-0.510262
19213,192.129000,19213,6.390625,-8.096680,6.361328,3.855103,0.383118,-3.542114,-0.060226,0.606022,0.000000,-0.156888
19214,192.139000,19214,5.777832,-8.508301,5.196533,3.797729,0.389450,-3.179932,-0.074944,0.730820,0.000000,0.404975
19215,192.150000,19215,5.606201,-7.695068,3.406006,3.638916,0.313629,-2.832397,-0.092081,1.068382,0.000000,2.448597
19216,192.159000,19216,5.804443,-7.046387,2.106934,3.484009,0.247452,-2.930786,-0.117446,1.653592,0.000000,5.839823
19217,192.169000,19217,5.747803,-7.546875,1.082214,3.403198,0.267944,-2.886841,-0.247589,3.144662,0.000000,13.319532
19218,192.180000,19218,5.878662,-7.580566,-0.077366,3.522339,0.270477,-3.015991,3.496080,-45.528328,0.000000,-244.159378
19219,192.189000,19219,5.425293,-7.549316,-0.211395,3.450806,0.283112,-2.922363,1.339252,-16.323950,0.000000,-81.374130
19220,192.199000,19220,5.149414,-7.649414,0.045582,3.546387,0.227554,-2.764404,-4.992217,77.802658,0.000000,359.686157
19221,192.210000,19221,5.054443,-7.631348,0.560516,3.498413,0.225502,-2.982666,-0.402311,6.241411,0.000000,25.494017
19222,192.219000,19222,4.939453,-7.403809,0.039534,3.540161,0.271332,-2.764404,-6.863318,89.548126,0.000000,388.739685
19223,192.229000,19223,5.563232,-6.357910,-1.003540,3.375610,0.241623,-2.799072,0.240771,-3.363703,0.000000,-19.981335
19224,192.240000,19224,5.204346,-7.943359,-3.175171,3.251587,0.153503,-3.167114,0.048345,-1.024067,0.000000,-8.112690
19225,192.250000,19225,4.370361,-6.939209,-4.667725,3.106812,0.020429,-3.026001,0.004377,-0.665594,0.000000,-5.904519
19226,192.259000,19226,3.863159,-6.636230,-6.465576,3.008667,0.051664,-2.807617,0.007991,-0.465336,0.000000,-4.552257
19227,192.270000,19227,4.445068,-6.285156,-6.731934,2.953979,-0.027047,-3.160522,-0.004018,-0.438801,0.000000,-5.136275
19228,192.280000,19228,4.907959,-5.873535,-7.511475,2.898315,-0.038076,-2.992676,-0.005069,-0.385852,0.000000,-4.916193
19229,192.289000,19229,4.758789,-5.659912,-7.770752,2.847046,-0.018133,-3.043091,-0.002334,-0.366380,0.000000,-4.799822
19230,192.300000,19230,4.604980,-6.584961,-9.294922,2.824951,-0.052151,-3.160889,-0.005611,-0.303924,0.000000,-4.597400
19231,192.310000,19231,4.371094,-6.277100,-10.966309,2.749512,-0.132614,-3.194702,-0.012093,-0.250724,0.000000,-4.366547
19232,192.319000,19232,4.340088,-6.707764,-11.729492,2.622192,-0.184113,-2.824829,-0.015697,-0.223555,0.000000,-3.900368
19233,192.330000,19233,4.953613,-6.509033,-12.635254,2.548706,-0.263611,-2.976196,-0.020863,-0.201714,0.000000,-4.111207
19234,192.340000,19234,4.040283,-6.926025,-13.263672,2.536499,-0.315720,-3.144287,-0.023803,-0.191237,0.000000,-4.081800
19235,192.349000,19235,4.499512,-6.669678,-13.527832,2.484253,-0.350327,-2.959473,-0.025897,-0.183640,0.000000,-3.958487
19236,192.360000,19236,4.812256,-5.799561,-13.800781,2.416748,-0.387146,-2.892212,-0.028052,-0.175117,0.000000,-3.897611
19237,192.370000,19237,4.904785,-6.073486,-14.695312,2.401245,-0.434891,-3.110840,-0.029594,-0.163402,0.000000,-4.092030
19238,192.379000,19238,4.847656,-6.133789,-15.720215,2.218750,-0.366791,-2.976440,-0.023332,-0.141140,0.000000,-3.803755
19239,192.389000,19239,4.325439,-6.791260,-15.834961,2.304321,-0.455582,-2.690674,-0.028771,-0.145521,0.000000,-3.515505
19240,192.400000,19240,5.047363,-7.610840,-15.569824,2.231689,-0.485260,-2.926025,-0.031167,-0.143334,0.000000,-3.886690
19241,192.409000,19241,5.066895,-6.033691,-17.135742,2.102051,-0.458633,-3.716064,-0.026765,-0.122671,0.000000,-4.499113
19242,192.419000,19242,4.510742,-7.123779,-17.242188,2.105713,-0.430054,-3.026978,-0.024942,-0.122126,0.000000,-3.755536
19243,192.430000,19243,4.424805,-6.815430,-17.888672,2.029419,-0.552338,-2.926147,-0.030876,-0.113447,0.000000,-3.638565
19244,192.439000,19244,4.665527,-7.610596,-18.904297,2.096069,-0.597839,-2.573242,-0.031625,-0.110878,0.000000,-3.331228
19245,192.449000,19245,4.275879,-7.154053,-19.421875,1.946655,-0.512634,-2.657227,-0.026395,-0.100230,0.000000,-3.274627
19246,192.460000,19246,4.614746,-6.961182,-20.069336,1.873169,-0.599335,-3.111206,-0.029863,-0.093335,0.000000,-3.749806
19247,192.469000,19247,3.521484,-6.766113,-20.064453,1.822388,-0.509857,-2.926270,-0.025411,-0.090827,0.000000,-3.418048
19248,192.479000,19248,3.555298,-6.732666,-20.834961,1.822205,-0.605896,-2.976685,-0.029081,-0.087459,0.000000,-3.483418
19249,192.490000,19249,3.832153,-6.418701,-20.970703,1.745422,-0.621277,-2.892700,-0.029626,-0.083231,0.000000,-3.401816
19250,192.500000,19250,3.654053,-6.266113,-21.741211,1.742310,-0.579376,-3.296265,-0.026649,-0.080139,0.000000,-3.756079
19251,192.509000,19251,4.194824,-6.935059,-21.477539,1.758362,-0.589752,-3.329712,-0.027459,-0.081870,0.000000,-3.863571
19252,192.520000,19252,3.597168,-5.558838,-21.240234,1.817017,-0.529938,-3.279297,-0.024950,-0.085546,0.000000,-3.725712
19253,192.530000,19253,3.499634,-6.362549,-21.353516,1.859802,-0.607239,-3.514648,-0.028437,-0.087096,0.000000,-4.000386
19254,192.539000,19254,3.649414,-6.452881,-20.968750,1.838501,-0.578705,-3.565063,-0.027598,-0.087678,0.000000,-4.063127
19255,192.550000,19255,4.013184,-6.600342,-20.968750,1.980774,-0.521088,-3.396973,-0.024851,-0.094463,0.000000,-3.940094
19256,192.560000,19256,3.409790,-5.964355,-20.846680,1.849670,-0.559692,-3.615479,-0.026848,-0.088727,0.000000,-4.078151
19257,192.569000,19257,4.294678,-5.577637,-20.730469,1.909241,-0.581207,-3.531372,-0.028036,-0.092098,0.000000,-4.083282
19258,192.580000,19258,3.644165,-6.885742,-20.576172,1.918091,-0.651276,-3.464233,-0.031652,-0.093219,0.000000,-4.021886
19259,192.590000,19259,3.529785,-6.331299,-21.226562,1.835754,-0.534271,-3.497803,-0.025170,-0.086484,0.000000,-3.962430
19260,192.599000,19260,3.745117,-5.926758,-20.978516,1.825745,-0.598267,-3.262573,-0.028518,-0.087029,0.000000,-3.757528
19261,192.610000,19261,3.923706,-6.754639,-21.736328,1.846558,-0.645142,-3.363525,-0.029680,-0.084953,0.000000,-3.897334
19262,192.620000,19262,4.020996,-5.981934,-21.620117,1.758301,-0.639709,-3.413940,-0.029589,-0.081327,0.000000,-3.917953
19263,192.629000,19263,3.966187,-5.150635,-21.376953,1.737793,-0.590302,-3.144897,-0.027614,-0.081293,0.000000,-3.609549
19264,192.639000,19264,3.748535,-5.709961,-21.366211,1.797668,-0.598145,-3.413818,-0.027995,-0.084136,0.000000,-3.889055
19265,192.650000,19265,3.857300,-7.219482,-21.342773,1.834412,-0.599884,-3.329712,-0.028107,-0.085950,0.000000,-3.864166
19266,192.659000,19266,4.532227,-6.313232,-20.848633,1.858032,-0.624969,-3.245728,-0.029977,-0.089120,0.000000,-3.838889
19267,192.669000,19267,4.225342,-6.443115,-20.458984,1.791687,-0.561493,-2.775024,-0.027445,-0.087575,0.000000,-3.321887
19268,192.680000,19268,5.806396,-6.413574,-20.214844,1.882751,-0.564331,-3.027222,-0.027917,-0.093137,0.000000,-3.747058
19269,192.689000,19269,5.047119,-5.997314,-19.702148,1.826050,-0.583435,-2.741455,-0.029613,-0.092683,0.000000,-3.386833
19270,192.699000,19270,5.293945,-5.530518,-19.583984,1.791443,-0.550812,-3.262451,-0.028126,-0.091475,0.000000,-3.902264
19271,192.710000,19271,6.046387,-6.503174,-19.573242,1.815125,-0.484924,-3.329590,-0.024775,-0.092735,0.000000,-4.051416
19272,192.719000,19272,5.129639,-6.430664,-18.413086,1.835571,-0.532257,-2.993408,-0.028906,-0.099688,0.000000,-3.690661
19273,192.729000,19273,4.855713,-6.313232,-18.155273,1.878662,-0.443405,-3.111084,-0.024423,-0.103477,0.000000,-3.767729
19274,192.740000,19274,5.182129,-6.495850,-16.487305,1.997314,-0.359955,-2.757935,-0.021832,-0.121143,0.000000,-3.527530
19275,192.750000,19275,4.781006,-7.089844,-16.346680,2.034668,-0.372849,-2.623535,-0.022809,-0.124470,0.000000,-3.380337
19276,192.759000,19276,4.331787,-5.743896,-15.209961,2.070190,-0.331268,-2.724243,-0.021780,-0.136108,0.000000,-3.438932
19277,192.770000,19277,4.500977,-6.883789,-14.294434,2.120483,-0.352386,-2.656860,-0.024652,-0.148343,0.000000,-3.494249
19278,192.780000,19278,5.348877,-6.347900,-12.255371,2.197876,-0.275192,-3.177734,-0.022455,-0.179340,0.000000,-4.279542
19279,192.789000,19279,4.012207,-5.973145,-11.867188,2.350342,-0.239113,-3.177734,-0.020149,-0.198054,0.000000,-4.092721
19280,192.800000,19280,5.076660,-5.124268,-10.091797,2.374146,-0.203171,-2.807983,-0.020132,-0.235255,0.000000,-4.105456
19281,192.810000,19281,6.473633,-4.546631,-8.313965,2.450562,-0.039124,-3.110352,-0.004706,-0.294752,0.000000,-5.039866
19282,192.819000,19282,5.919678,-4.867676,-7.406494,2.573242,-0.101913,-3.228027,-0.013760,-0.347431,0.000000,-5.351684
19283,192.830000,19283,6.218262,-4.650391,-5.487061,2.774170,-0.017515,-3.009277,-0.003192,-0.505584,0.000000,-6.167975
19284,192.840000,19284,6.215820,-4.559570,-4.718506,2.863770,0.031979,-3.530273,0.006777,-0.606923,0.000000,-7.271896
19285,192.849000,19285,6.335205,-3.037720,-2.985229,2.898804,0.077381,-3.433594,0.025921,-0.971049,0.000000,-9.506646
19286,192.860000,19286,5.960938,-3.008423,-1.698975,3.037231,0.044540,-2.989624,0.026216,-1.787685,0.000000,-13.567034
19287,192.870000,19287,5.622314,-2.241821,-0.295288,3.086914,0.208481,-2.859619,0.706025,-10.453907,0.000000,-60.051991
19288,192.879000,19288,6.468994,-2.212158,-0.029301,3.087280,0.181969,-3.282959,6.210389,-105.365448,0.000000,-671.153076
19289,192.889000,19289,6.041504,-1.711365,0.861664,3.144043,0.197411,-2.698975,-0.229104,3.648805,0.000000,18.953213
19290,192.900000,19290,5.489502,-1.189636,2.138184,3.223022,0.234146,-3.009155,-0.109507,1.507365,0.000000,5.135253
19291,192.909000,19291,5.080811,-0.870392,4.193604,3.353516,0.419434,-3.159912,-0.100017,0.799674,0.000000,0.816025
